Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Name,Height,Weight,Year_Born
65,59,2015-03-08,24-168,DAL,@,LAL,W (+7),0,20:02,3,7,.429,1,4,.250,6,7,.857,1,4,5,0,6,3,1,3,13,16.7,+2,Al-Farouq Aminu,6-8,220lb,1990
66,60,2015-03-10,24-170,DAL,,CLE,L (-33),0,7:04,0,3,.000,0,0,,0,0,,1,2,3,0,0,0,1,2,0,-2.6,+7,Al-Farouq Aminu,6-8,220lb,1990
67,,2015-03-13,24-173,DAL,,LAC,W (+30),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
68,,2015-03-16,24-176,DAL,,OKC,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
69,61,2015-03-18,24-178,DAL,,ORL,W (+5),0,24:10,1,4,.250,0,2,.000,5,6,.833,4,4,8,1,1,0,1,3,7,7.7,+2,Al-Farouq Aminu,6-8,220lb,1990
70,62,2015-03-20,24-180,DAL,,MEM,L (-11),0,18:50,1,2,.500,0,1,.000,0,2,.000,0,2,2,0,2,0,0,4,2,1.2,+6,Al-Farouq Aminu,6-8,220lb,1990
71,63,2015-03-22,24-182,DAL,@,PHO,L (-6),0,26:52,1,5,.200,0,0,,1,2,.500,4,5,9,2,1,1,2,2,3,4.1,+9,Al-Farouq Aminu,6-8,220lb,1990
72,64,2015-03-24,24-184,DAL,,SAS,W (+7),0,20:13,1,4,.250,0,2,.000,0,1,.000,1,4,5,1,0,0,1,2,2,0.0,-4,Al-Farouq Aminu,6-8,220lb,1990
73,65,2015-03-27,24-187,DAL,@,SAS,L (-18),0,21:01,2,5,.400,1,3,.333,1,2,.500,5,2,7,0,1,1,1,1,6,7.3,-22,Al-Farouq Aminu,6-8,220lb,1990
74,66,2015-03-29,24-189,DAL,@,IND,L (-5),0,14:39,1,4,.250,0,1,.000,1,2,.500,1,1,2,0,1,0,0,2,3,1.4,+3,Al-Farouq Aminu,6-8,220lb,1990
75,67,2015-04-01,24-192,DAL,@,OKC,W (+4),0,23:00,4,5,.800,1,1,1.000,3,5,.600,0,6,6,2,1,1,0,1,12,13.8,+11,Al-Farouq Aminu,6-8,220lb,1990
76,68,2015-04-02,24-193,DAL,,HOU,L (-7),0,26:25,2,7,.286,1,2,.500,2,3,.667,4,4,8,2,0,4,0,3,7,9.5,-7,Al-Farouq Aminu,6-8,220lb,1990
77,69,2015-04-04,24-195,DAL,,GSW,L (-13),0,30:52,2,5,.400,0,2,.000,3,6,.500,2,5,7,1,3,0,1,2,7,7.9,-7,Al-Farouq Aminu,6-8,220lb,1990
78,70,2015-04-08,24-199,DAL,,PHO,W (+3),0,22:09,0,5,.000,0,2,.000,1,2,.500,2,2,4,2,0,1,1,2,1,-0.6,-9,Al-Farouq Aminu,6-8,220lb,1990
79,71,2015-04-10,24-201,DAL,@,DEN,W (+1),0,28:49,5,11,.455,0,0,,0,0,,7,2,9,1,0,1,1,2,10,9.4,-12,Al-Farouq Aminu,6-8,220lb,1990
80,72,2015-04-12,24-203,DAL,@,LAL,W (+14),0,25:56,4,7,.571,1,2,.500,1,1,1.000,2,8,10,1,1,0,2,2,10,9.4,+11,Al-Farouq Aminu,6-8,220lb,1990
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Al-Farouq Aminu,6-8,220lb,1990
81,73,2015-04-13,24-204,DAL,@,UTA,L (-17),0,28:53,2,8,.250,1,1,1.000,5,6,.833,6,4,10,3,0,1,2,1,10,10.6,-14,Al-Farouq Aminu,6-8,220lb,1990
82,74,2015-04-15,24-206,DAL,,POR,W (+16),0,32:37,2,4,.500,1,2,.500,2,2,1.000,1,8,9,3,0,1,1,2,7,9.1,-3,Al-Farouq Aminu,6-8,220lb,1990
1,1,2015-10-28,25-037,POR,,NOP,W (+18),1,31:08,3,7,.429,1,3,.333,2,2,1.000,0,8,8,0,1,2,3,0,9,7.1,+27,Al-Farouq Aminu,6-8,220lb,1990
2,2,2015-10-30,25-039,POR,@,PHO,L (-18),1,31:32,5,9,.556,2,3,.667,4,5,.800,3,7,10,0,0,2,6,5,16,8.9,-12,Al-Farouq Aminu,6-8,220lb,1990
3,3,2015-10-31,25-040,POR,,PHO,L (-11),1,33:44,5,14,.357,2,4,.500,4,4,1.000,0,7,7,5,0,0,2,2,16,11.0,-10,Al-Farouq Aminu,6-8,220lb,1990
4,4,2015-11-02,25-042,POR,@,MIN,W (+5),1,32:24,7,12,.583,2,5,.400,1,2,.500,3,6,9,1,0,1,0,5,17,14.3,+11,Al-Farouq Aminu,6-8,220lb,1990
5,5,2015-11-04,25-044,POR,@,UTA,W (+16),1,35:59,5,9,.556,1,2,.500,2,5,.400,1,7,8,1,2,0,2,3,13,9.8,+13,Al-Farouq Aminu,6-8,220lb,1990
6,6,2015-11-05,25-045,POR,,MEM,W (+19),1,33:11,4,11,.364,1,4,.250,2,4,.500,2,8,10,5,1,0,2,4,11,8.8,+11,Al-Farouq Aminu,6-8,220lb,1990
7,7,2015-11-08,25-048,POR,,DET,L (-17),1,35:24,3,7,.429,0,4,.000,3,4,.750,0,9,9,1,0,0,2,1,9,5.9,-19,Al-Farouq Aminu,6-8,220lb,1990
8,8,2015-11-09,25-049,POR,@,DEN,L (-4),1,33:42,5,16,.313,2,7,.286,0,0,,1,3,4,2,1,1,1,2,12,5.7,-6,Al-Farouq Aminu,6-8,220lb,1990
9,9,2015-11-11,25-051,POR,,SAS,L (-12),1,32:44,4,11,.364,2,6,.333,1,2,.500,0,3,3,4,0,1,0,2,11,8.1,+5,Al-Farouq Aminu,6-8,220lb,1990
10,10,2015-11-13,25-053,POR,@,MEM,L (-1),1,33:53,4,11,.364,2,6,.333,6,6,1.000,1,7,8,1,1,3,2,4,16,12.9,+9,Al-Farouq Aminu,6-8,220lb,1990
11,11,2015-11-15,25-055,POR,@,CHO,L (-12),1,21:31,2,5,.400,1,2,.500,2,2,1.000,0,3,3,2,1,0,0,5,7,5.6,0,Al-Farouq Aminu,6-8,220lb,1990
12,12,2015-11-16,25-056,POR,@,SAS,L (-13),1,35:50,7,14,.500,3,5,.600,0,1,.000,1,3,4,1,0,0,3,2,17,8.1,+3,Al-Farouq Aminu,6-8,220lb,1990
13,13,2015-11-18,25-058,POR,@,HOU,L (-5),1,36:42,5,16,.313,2,8,.250,4,4,1.000,2,13,15,0,1,1,3,3,16,9.6,-9,Al-Farouq Aminu,6-8,220lb,1990
14,14,2015-11-20,25-060,POR,,LAC,W (+11),1,34:47,4,13,.308,2,6,.333,0,0,,2,10,12,3,1,2,1,1,10,10.0,+8,Al-Farouq Aminu,6-8,220lb,1990
15,15,2015-11-22,25-062,POR,@,LAL,W (+14),1,31:31,3,8,.375,1,2,.500,3,4,.750,2,4,6,2,0,1,2,2,10,7.1,+7,Al-Farouq Aminu,6-8,220lb,1990
16,16,2015-11-24,25-064,POR,,CHI,L (-5),1,21:42,1,9,.111,1,3,.333,2,2,1.000,2,4,6,1,0,1,2,1,5,0.7,-3,Al-Farouq Aminu,6-8,220lb,1990
17,17,2015-11-28,25-068,POR,,LAL,W (+12),1,28:23,2,6,.333,0,3,.000,1,2,.500,2,7,9,3,0,0,1,1,5,5.4,+12,Al-Farouq Aminu,6-8,220lb,1990
18,18,2015-11-30,25-070,POR,@,LAC,L (-15),1,33:35,3,15,.200,1,7,.143,0,2,.000,2,5,7,2,0,0,2,4,7,-2.4,-17,Al-Farouq Aminu,6-8,220lb,1990
19,19,2015-12-01,25-071,POR,,DAL,L (-3),1,18:16,0,2,.000,0,2,.000,0,0,,0,1,1,1,1,1,2,0,0,-0.7,-10,Al-Farouq Aminu,6-8,220lb,1990
20,20,2015-12-03,25-073,POR,,IND,W (+12),1,31:54,4,9,.444,3,7,.429,2,2,1.000,2,4,6,5,1,0,2,1,13,13.0,+8,Al-Farouq Aminu,6-8,220lb,1990
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Al-Farouq Aminu,6-8,220lb,1990
21,21,2015-12-05,25-075,POR,@,MIN,W (+6),1,27:16,5,7,.714,2,2,1.000,4,5,.800,0,3,3,1,3,0,3,2,16,13.5,+8,Al-Farouq Aminu,6-8,220lb,1990
22,22,2015-12-07,25-077,POR,@,MIL,L (-2),1,30:20,4,8,.500,1,3,.333,0,1,.000,1,4,5,1,2,0,1,4,9,6.6,-1,Al-Farouq Aminu,6-8,220lb,1990
23,23,2015-12-08,25-078,POR,@,CLE,L (-5),1,30:59,1,3,.333,1,2,.500,1,2,.500,1,4,5,0,0,1,1,5,4,1.5,-5,Al-Farouq Aminu,6-8,220lb,1990
24,24,2015-12-11,25-081,POR,@,PHO,W (+10),1,30:11,5,12,.417,2,5,.400,1,1,1.000,3,10,13,1,3,1,2,1,13,13.7,+16,Al-Farouq Aminu,6-8,220lb,1990
25,25,2015-12-12,25-082,POR,,NYK,L (-2),1,32:08,5,13,.385,1,5,.200,0,0,,2,3,5,1,0,0,1,0,11,5.9,+5,Al-Farouq Aminu,6-8,220lb,1990
26,26,2015-12-14,25-084,POR,,NOP,W (+4),1,27:40,4,9,.444,2,4,.500,0,0,,1,8,9,1,0,1,1,0,10,8.8,+2,Al-Farouq Aminu,6-8,220lb,1990
27,27,2015-12-16,25-086,POR,@,OKC,L (-16),1,20:31,2,7,.286,1,2,.500,0,0,,1,4,5,0,1,1,1,2,5,2.7,-18,Al-Farouq Aminu,6-8,220lb,1990
28,28,2015-12-18,25-088,POR,@,ORL,L (-8),1,28:35,5,6,.833,4,5,.800,2,2,1.000,1,3,4,1,0,0,1,2,16,14.3,-6,Al-Farouq Aminu,6-8,220lb,1990
29,29,2015-12-20,25-090,POR,@,MIA,L (-7),1,32:13,6,9,.667,4,7,.571,0,0,,1,3,4,2,3,0,2,3,16,14.9,-6,Al-Farouq Aminu,6-8,220lb,1990
30,30,2015-12-21,25-091,POR,@,ATL,L (-9),1,25:56,3,8,.375,1,2,.500,0,0,,2,7,9,1,0,0,3,3,7,2.6,-4,Al-Farouq Aminu,6-8,220lb,1990
31,31,2015-12-23,25-093,POR,@,NOP,L (-26),1,21:44,3,9,.333,1,4,.250,3,4,.750,2,6,8,1,2,0,3,3,10,6.2,-16,Al-Farouq Aminu,6-8,220lb,1990
32,32,2015-12-26,25-096,POR,,CLE,W (+29),1,22:07,5,9,.556,2,5,.400,0,0,,0,1,1,5,2,0,0,1,12,13.1,+25,Al-Farouq Aminu,6-8,220lb,1990
33,33,2015-12-27,25-097,POR,@,SAC,W (+4),1,22:37,2,8,.250,0,2,.000,1,2,.500,0,3,3,0,2,0,4,2,5,-2.1,-11,Al-Farouq Aminu,6-8,220lb,1990
34,34,2015-12-30,25-100,POR,,DEN,W (+7),1,33:07,6,14,.429,0,5,.000,2,2,1.000,0,9,9,4,0,0,0,2,14,11.3,+5,Al-Farouq Aminu,6-8,220lb,1990
35,35,2015-12-31,25-101,POR,@,UTA,L (-13),1,25:39,2,7,.286,1,4,.250,0,0,,1,5,6,1,0,0,1,1,5,2.4,-12,Al-Farouq Aminu,6-8,220lb,1990
36,36,2016-01-03,25-104,POR,@,DEN,W (+6),1,22:03,5,8,.625,3,4,.750,1,1,1.000,0,3,3,1,0,0,0,4,14,10.4,-5,Al-Farouq Aminu,6-8,220lb,1990
37,37,2016-01-04,25-105,POR,,MEM,L (-13),1,33:34,5,11,.455,2,6,.333,3,3,1.000,3,11,14,0,1,0,2,3,15,12.5,+7,Al-Farouq Aminu,6-8,220lb,1990
38,38,2016-01-06,25-107,POR,,LAC,L (-11),1,26:12,3,9,.333,2,6,.333,1,2,.500,0,6,6,1,0,1,3,1,9,3.3,-11,Al-Farouq Aminu,6-8,220lb,1990
39,39,2016-01-08,25-109,POR,,GSW,L (-20),1,20:25,3,5,.600,1,3,.333,1,2,.500,1,6,7,0,1,0,0,1,8,8.4,-17,Al-Farouq Aminu,6-8,220lb,1990
40,40,2016-01-10,25-111,POR,,OKC,W (+5),1,35:29,6,15,.400,2,7,.286,2,3,.667,2,2,4,2,2,1,0,2,16,12.8,+8,Al-Farouq Aminu,6-8,220lb,1990
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Al-Farouq Aminu,6-8,220lb,1990
41,41,2016-01-13,25-114,POR,,UTA,W (+14),1,26:58,4,10,.400,0,3,.000,2,4,.500,3,4,7,2,1,4,1,1,10,10.9,+10,Al-Farouq Aminu,6-8,220lb,1990
42,42,2016-01-15,25-116,POR,@,BRK,W (+12),1,31:11,3,7,.429,2,6,.333,2,2,1.000,1,2,3,0,1,4,2,3,10,8.2,+6,Al-Farouq Aminu,6-8,220lb,1990
43,43,2016-01-16,25-117,POR,@,PHI,L (-25),1,24:46,1,5,.200,0,2,.000,0,0,,1,5,6,0,1,0,1,1,2,0.7,-20,Al-Farouq Aminu,6-8,220lb,1990
44,44,2016-01-18,25-119,POR,@,WAS,W (+10),1,24:55,3,8,.375,2,4,.500,0,0,,0,5,5,1,1,1,2,4,8,3.9,+15,Al-Farouq Aminu,6-8,220lb,1990
45,45,2016-01-20,25-121,POR,,ATL,L (-6),1,30:35,5,8,.625,1,3,.333,1,2,.500,1,6,7,3,1,1,2,3,12,11.1,-7,Al-Farouq Aminu,6-8,220lb,1990
46,46,2016-01-23,25-124,POR,,LAL,W (+18),1,21:29,2,4,.500,1,3,.333,0,0,,0,2,2,1,1,0,0,1,5,4.9,+15,Al-Farouq Aminu,6-8,220lb,1990
47,47,2016-01-26,25-127,POR,,SAC,W (+15),1,23:41,2,8,.250,1,6,.167,2,2,1.000,1,3,4,1,1,0,3,2,7,1.7,+5,Al-Farouq Aminu,6-8,220lb,1990
48,48,2016-01-29,25-130,POR,,CHO,W (+18),1,32:04,7,13,.538,1,2,.500,2,2,1.000,3,9,12,1,2,0,0,4,17,16.6,+11,Al-Farouq Aminu,6-8,220lb,1990
49,49,2016-01-31,25-132,POR,,MIN,W (+3),1,31:10,2,6,.333,1,2,.500,1,2,.500,2,4,6,2,1,2,1,2,6,6.8,-2,Al-Farouq Aminu,6-8,220lb,1990
50,50,2016-02-02,25-134,POR,,MIL,W (+12),1,30:49,5,11,.455,3,7,.429,3,5,.600,0,5,5,1,3,0,4,3,16,9.5,+9,Al-Farouq Aminu,6-8,220lb,1990
51,51,2016-02-04,25-136,POR,,TOR,L (-7),1,31:57,3,8,.375,1,3,.333,0,0,,0,4,4,0,1,0,0,0,7,4.8,+4,Al-Farouq Aminu,6-8,220lb,1990
52,52,2016-02-06,25-138,POR,@,HOU,W (+17),1,30:22,4,13,.308,3,9,.333,0,2,.000,3,4,7,2,3,1,2,1,11,8.7,+18,Al-Farouq Aminu,6-8,220lb,1990
53,53,2016-02-08,25-140,POR,@,MEM,W (+6),1,40:01,2,5,.400,0,1,.000,0,0,,1,4,5,3,0,0,0,0,4,5.3,0,Al-Farouq Aminu,6-8,220lb,1990
54,54,2016-02-10,25-142,POR,,HOU,W (+13),1,24:59,4,9,.444,1,3,.333,2,2,1.000,2,1,3,5,1,0,2,4,11,8.9,+13,Al-Farouq Aminu,6-8,220lb,1990
55,55,2016-02-19,25-151,POR,,GSW,W (+32),1,25:17,1,3,.333,0,0,,1,2,.500,1,5,6,0,0,1,1,3,3,1.6,+16,Al-Farouq Aminu,6-8,220lb,1990
56,56,2016-02-21,25-153,POR,,UTA,W (+4),1,28:07,1,5,.200,0,3,.000,0,0,,3,3,6,3,1,2,0,2,2,5.6,+13,Al-Farouq Aminu,6-8,220lb,1990
57,57,2016-02-23,25-155,POR,,BRK,W (+8),1,28:22,4,8,.500,1,2,.500,1,2,.500,1,4,5,4,0,0,1,1,10,8.9,+21,Al-Farouq Aminu,6-8,220lb,1990
58,58,2016-02-25,25-157,POR,,HOU,L (-14),1,29:10,4,8,.500,3,7,.429,2,2,1.000,2,4,6,2,0,0,3,2,13,9.2,-9,Al-Farouq Aminu,6-8,220lb,1990
59,59,2016-02-27,25-159,POR,@,CHI,W (+8),1,20:54,1,3,.333,0,1,.000,0,0,,1,1,2,1,1,0,0,2,2,2.2,-6,Al-Farouq Aminu,6-8,220lb,1990
60,60,2016-02-28,25-160,POR,@,IND,W (+9),1,29:53,4,4,1.000,0,0,,2,4,.500,2,6,8,3,1,0,2,3,10,11.1,-6,Al-Farouq Aminu,6-8,220lb,1990
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Al-Farouq Aminu,6-8,220lb,1990
61,61,2016-03-01,25-162,POR,@,NYK,W (+19),1,20:36,2,8,.250,0,2,.000,0,0,,0,4,4,1,1,2,1,2,4,1.7,-1,Al-Farouq Aminu,6-8,220lb,1990
62,62,2016-03-02,25-163,POR,@,BOS,L (-23),1,20:16,1,4,.250,0,2,.000,0,0,,0,4,4,3,1,0,1,0,2,2.9,-8,Al-Farouq Aminu,6-8,220lb,1990
63,63,2016-03-04,25-165,POR,@,TOR,L (-2),1,17:04,2,6,.333,0,1,.000,0,0,,0,1,1,0,0,0,0,3,4,-0.3,-9,Al-Farouq Aminu,6-8,220lb,1990
64,64,2016-03-06,25-167,POR,@,DET,L (-20),1,31:57,5,11,.455,4,9,.444,2,2,1.000,0,3,3,0,0,0,1,3,16,9.0,-18,Al-Farouq Aminu,6-8,220lb,1990
65,65,2016-03-08,25-169,POR,,WAS,W (+7),1,28:04,2,8,.250,0,1,.000,1,2,.500,5,3,8,1,0,1,3,0,5,2.6,-4,Al-Farouq Aminu,6-8,220lb,1990
66,66,2016-03-11,25-172,POR,@,GSW,L (-16),1,20:31,3,6,.500,3,4,.750,0,0,,0,1,1,0,1,0,0,2,9,6.5,-25,Al-Farouq Aminu,6-8,220lb,1990
67,67,2016-03-12,25-173,POR,,ORL,W (+37),1,23:16,4,8,.500,3,5,.600,0,0,,2,5,7,2,1,1,0,2,11,12.2,+16,Al-Farouq Aminu,6-8,220lb,1990
68,68,2016-03-14,25-175,POR,@,OKC,L (-34),1,22:44,3,8,.375,2,7,.286,3,4,.750,1,2,3,3,0,0,1,3,11,7.4,-10,Al-Farouq Aminu,6-8,220lb,1990
69,69,2016-03-17,25-178,POR,@,SAS,L (-8),1,26:38,3,10,.300,2,5,.400,0,0,,2,4,6,4,0,1,2,1,8,5.9,-14,Al-Farouq Aminu,6-8,220lb,1990
70,70,2016-03-18,25-179,POR,@,NOP,W (+5),1,28:44,2,5,.400,1,4,.250,2,2,1.000,2,3,5,1,1,0,0,1,7,7.9,+9,Al-Farouq Aminu,6-8,220lb,1990
71,71,2016-03-20,25-181,POR,@,DAL,L (-12),1,34:42,4,12,.333,4,12,.333,0,0,,1,4,5,5,0,0,1,2,12,8.8,-9,Al-Farouq Aminu,6-8,220lb,1990
72,72,2016-03-23,25-184,POR,,DAL,W (+6),1,36:04,3,12,.250,1,7,.143,3,4,.750,0,11,11,1,2,2,1,2,10,8.0,-2,Al-Farouq Aminu,6-8,220lb,1990
73,73,2016-03-24,25-185,POR,@,LAC,L (-2),1,20:26,2,4,.500,0,1,.000,2,2,1.000,0,6,6,0,1,0,0,1,6,6.4,-6,Al-Farouq Aminu,6-8,220lb,1990
74,74,2016-03-26,25-187,POR,,PHI,W (+3),1,35:10,6,12,.500,3,8,.375,5,5,1.000,2,6,8,2,0,0,0,2,20,17.8,+4,Al-Farouq Aminu,6-8,220lb,1990
75,75,2016-03-28,25-189,POR,,SAC,W (+12),1,23:53,5,10,.500,2,6,.333,2,2,1.000,1,7,8,2,1,1,2,1,14,12.5,+20,Al-Farouq Aminu,6-8,220lb,1990
76,76,2016-03-31,25-192,POR,,BOS,W (+7),1,36:15,11,19,.579,6,11,.545,0,1,.000,1,8,9,1,1,3,1,2,28,23.8,+15,Al-Farouq Aminu,6-8,220lb,1990
77,77,2016-04-02,25-194,POR,,MIA,W (+17),1,25:08,2,7,.286,2,3,.667,2,2,1.000,1,7,8,2,1,1,2,2,8,7.0,+21,Al-Farouq Aminu,6-8,220lb,1990
78,78,2016-04-03,25-195,POR,@,GSW,L (-25),1,36:29,2,6,.333,2,3,.667,4,4,1.000,0,6,6,5,2,0,2,0,10,11.9,-23,Al-Farouq Aminu,6-8,220lb,1990
79,79,2016-04-05,25-197,POR,@,SAC,W (+8),1,21:03,2,5,.400,1,1,1.000,1,2,.500,1,6,7,0,1,1,2,2,6,4.3,-11,Al-Farouq Aminu,6-8,220lb,1990
80,80,2016-04-06,25-198,POR,,OKC,W (+5),1,37:24,10,17,.588,3,8,.375,4,6,.667,2,4,6,5,3,1,1,2,27,26.3,+18,Al-Farouq Aminu,6-8,220lb,1990
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Al-Farouq Aminu,6-8,220lb,1990
81,81,2016-04-09,25-201,POR,,MIN,L (-1),1,32:26,4,8,.500,2,5,.400,0,0,,0,3,3,1,0,1,4,3,10,3.1,0,Al-Farouq Aminu,6-8,220lb,1990
82,82,2016-04-13,25-205,POR,,DEN,W (+8),1,18:43,3,6,.500,2,5,.400,2,2,1.000,1,2,3,0,1,0,1,3,10,7.1,-2,Al-Farouq Aminu,6-8,220lb,1990
1,1,2016-10-25,26-034,POR,,UTA,W (+9),1,28:24,3,6,.500,2,3,.667,1,1,1.000,0,4,4,1,1,0,1,0,9,7.9,0,Al-Farouq Aminu,6-8,220lb,1990
2,2,2016-10-27,26-036,POR,,LAC,L (-8),1,24:58,0,6,.000,0,5,.000,1,2,.500,0,8,8,2,0,1,2,4,1,-2.7,+2,Al-Farouq Aminu,6-8,220lb,1990
3,3,2016-10-29,26-038,POR,@,DEN,W (+2),1,31:47,1,6,.167,1,6,.167,2,4,.500,1,11,12,1,2,3,1,4,5,6.6,-3,Al-Farouq Aminu,6-8,220lb,1990
4,4,2016-11-01,26-041,POR,,GSW,L (-23),1,29:39,3,11,.273,0,6,.000,0,2,.000,1,9,10,3,3,1,3,1,6,4.5,-6,Al-Farouq Aminu,6-8,220lb,1990
5,5,2016-11-02,26-042,POR,@,PHO,L (-3),1,23:17,2,9,.222,2,4,.500,2,2,1.000,1,4,5,1,4,1,1,0,8,8.8,+3,Al-Farouq Aminu,6-8,220lb,1990
6,6,2016-11-04,26-044,POR,@,DAL,W (+10),1,33:04,4,13,.308,3,8,.375,1,2,.500,3,7,10,3,1,1,1,1,12,10.7,+4,Al-Farouq Aminu,6-8,220lb,1990
7,7,2016-11-06,26-046,POR,@,MEM,W (+6),1,33:31,3,10,.300,1,4,.250,1,2,.500,1,3,4,2,1,0,3,0,8,2.8,+2,Al-Farouq Aminu,6-8,220lb,1990
8,8,2016-11-08,26-048,POR,,PHO,W (+3),1,4:08,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+9,Al-Farouq Aminu,6-8,220lb,1990
9,,2016-11-09,26-049,POR,@,LAC,L (-31),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
10,,2016-11-11,26-051,POR,,SAC,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
11,,2016-11-13,26-053,POR,,DEN,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
12,,2016-11-15,26-055,POR,,CHI,L (-25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
13,,2016-11-17,26-057,POR,@,HOU,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
14,,2016-11-18,26-058,POR,@,NOP,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
15,,2016-11-20,26-060,POR,@,BRK,W (+20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
16,,2016-11-22,26-062,POR,@,NYK,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
17,,2016-11-23,26-063,POR,@,CLE,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
18,,2016-11-25,26-065,POR,,NOP,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
19,,2016-11-27,26-067,POR,,HOU,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
20,,2016-11-30,26-070,POR,,IND,W (+22),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Al-Farouq Aminu,6-8,220lb,1990
